dt,USOS O3,UDAQ O3,merged_ozone,8hr_rolling_avg_USOS O3,MDA8_O3_USOS O3,Exceedance_day_USOS O3,8hr_rolling_avg_UDAQ O3,MDA8_O3_UDAQ O3,Exceedance_day_UDAQ O3,8hr_rolling_avg_merged_ozone,MDA8_O3_merged_ozone,Exceedance_day_merged_ozone
2024-07-21 03:00:00,48.00655555555556,43.0,48.00655555555556,50.31561111111111,65.03369473631051,False,46.75,60.25,False,50.31561111111111,65.03369473631051,False
2024-07-21 04:00:00,46.47577777777778,43.0,46.47577777777778,49.82159722222222,65.03369473631051,False,46.125,60.25,False,49.82159722222222,65.03369473631051,False
2024-07-21 05:00:00,45.709777777777774,43.0,45.709777777777774,49.19586111111111,65.03369473631051,False,45.625,60.25,False,49.19586111111111,65.03369473631051,False
2024-07-21 06:00:00,45.92422222222222,42.0,45.92422222222222,48.606249999999996,65.03369473631051,False,44.75,60.25,False,48.606249999999996,65.03369473631051,False
2024-07-21 07:00:00,44.92977777777778,42.0,44.92977777777778,47.88945833333334,65.03369473631051,False,43.875,60.25,False,47.88945833333334,65.03369473631051,False
2024-07-21 08:00:00,44.833777777777776,43.0,44.833777777777776,47.062083333333334,65.03369473631051,False,43.25,60.25,False,47.062083333333334,65.03369473631051,False
2024-07-21 09:00:00,45.352777777777774,45.0,45.352777777777774,46.292180555555554,65.03369473631051,False,43.125,60.25,False,46.292180555555554,65.03369473631051,False
2024-07-21 10:00:00,47.21022222222222,47.0,47.21022222222222,46.05536111111111,65.03369473631051,False,43.5,60.25,False,46.05536111111111,65.03369473631051,False
2024-07-21 11:00:00,49.53366666666667,48.0,49.53366666666667,46.246249999999996,65.03369473631051,False,44.125,60.25,False,46.246249999999996,65.03369473631051,False
2024-07-21 12:00:00,50.916333333333334,52.0,50.916333333333334,46.801319444444445,65.03369473631051,False,45.25,60.25,False,46.801319444444445,65.03369473631051,False
2024-07-21 13:00:00,54.62933333333333,62.0,54.62933333333333,47.91626388888889,65.03369473631051,False,47.625,60.25,False,47.91626388888889,65.03369473631051,False
2024-07-21 14:00:00,59.425444444444445,68.0,59.425444444444445,49.60391666666666,65.03369473631051,False,50.875,60.25,False,49.60391666666666,65.03369473631051,False
2024-07-21 15:00:00,74.4871111111111,62.0,74.4871111111111,53.29858333333333,65.03369473631051,False,53.375,60.25,False,53.29858333333333,65.03369473631051,False
2024-07-21 16:00:00,68.5222529947685,62.0,68.5222529947685,56.25964273545717,65.03369473631051,False,55.75,60.25,False,56.25964273545717,65.03369473631051,False
2024-07-21 17:00:00,66.27799999999999,65.0,66.27799999999999,58.875295513234946,65.03369473631051,False,58.25,60.25,False,58.875295513234946,65.03369473631051,False
2024-07-21 18:00:00,69.17652711793782,58.0,69.17652711793782,61.6210836251994,65.03369473631051,False,59.625,60.25,False,61.6210836251994,65.03369473631051,False
2024-07-21 19:00:00,66.6121111111111,53.0,66.6121111111111,63.755889180754956,65.03369473631051,False,60.25,60.25,False,63.755889180754956,65.03369473631051,False
2024-07-21 20:00:00,60.41233333333333,52.0,60.41233333333333,64.94288918075496,65.03369473631051,False,60.25,60.25,False,64.94288918075496,65.03369473631051,False
2024-07-21 21:00:00,55.35577777777778,53.0,55.35577777777778,65.03369473631051,65.03369473631051,False,59.125,60.25,False,65.03369473631051,65.03369473631051,False
2024-07-21 22:00:00,56.46055555555555,56.0,56.46055555555555,64.66308362519939,65.03369473631051,False,57.625,60.25,False,64.66308362519939,65.03369473631051,False
2024-07-21 23:00:00,58.56088888888889,53.0,58.56088888888889,62.672305847421626,65.03369473631051,False,56.5,60.25,False,62.672305847421626,65.03369473631051,False
2024-07-22 00:00:00,59.791777777777774,52.0,59.791777777777774,61.58099644529778,61.58099644529778,False,55.25,64.25,False,61.58099644529778,65.41669845777815,False
2024-07-22 01:00:00,52.41722222222222,55.0,52.41722222222222,59.84839922307556,61.58099644529778,False,54.0,64.25,False,59.84839922307556,65.41669845777815,False
2024-07-22 02:00:00,58.20455555555556,54.0,58.20455555555556,58.47690277777778,61.58099644529778,False,53.5,64.25,False,58.47690277777778,65.41669845777815,False
2024-07-22 03:00:00,57.136111111111106,54.0,57.136111111111106,57.292402777777774,61.58099644529778,False,53.625,64.25,False,57.292402777777774,65.41669845777815,False
2024-07-22 04:00:00,56.477,56.0,56.477,56.80048611111111,61.58099644529778,False,54.125,64.25,False,56.80048611111111,65.41669845777815,False
2024-07-22 05:00:00,58.190555555555555,56.0,58.190555555555555,57.15483333333333,61.58099644529778,False,54.5,64.25,False,57.15483333333333,65.41669845777815,False
2024-07-22 06:00:00,59.583666666666666,54.0,59.583666666666666,57.54522222222222,61.58099644529778,False,54.25,64.25,False,57.54522222222222,65.41669845777815,False
2024-07-22 07:00:00,59.19822222222222,54.0,59.19822222222222,57.62488888888888,61.58099644529778,False,54.375,64.25,False,57.62488888888888,65.41669845777815,False
2024-07-22 08:00:00,57.937222222222225,53.0,57.937222222222225,57.39306944444445,61.58099644529778,False,54.5,64.25,False,57.39306944444445,65.41669845777815,False
2024-07-22 09:00:00,57.61688888888889,53.0,57.61688888888889,58.04302777777778,61.58099644529778,False,54.25,64.25,False,58.04302777777778,65.41669845777815,False
2024-07-22 10:00:00,56.16222222222222,55.0,56.16222222222222,57.78773611111111,61.58099644529778,False,54.375,64.25,False,57.78773611111111,65.41669845777815,False
2024-07-22 11:00:00,57.49729390737526,61.0,57.49729390737526,57.83288396064413,61.58099644529778,False,55.25,64.25,False,57.83288396064413,65.41669845777815,False
2024-07-22 12:00:00,,61.0,61.0,58.026581669307575,61.58099644529778,False,55.875,64.25,False,58.39825896064413,65.41669845777815,False
2024-07-22 13:00:00,,63.0,63.0,57.999252688266246,61.58099644529778,False,56.75,64.25,False,58.999439516199686,65.41669845777815,False
2024-07-22 14:00:00,,69.0,69.0,,61.58099644529778,False,58.625,64.25,False,60.176481182866354,65.41669845777815,False
2024-07-22 15:00:00,,67.0,67.0,,61.58099644529778,False,60.25,64.25,False,61.151703405088575,65.41669845777815,False
2024-07-22 16:00:00,,68.0,68.0,,61.58099644529778,False,62.125,64.25,False,62.40955062731079,65.41669845777815,False
2024-07-22 17:00:00,,65.0,65.0,,61.58099644529778,False,63.625,64.25,False,63.332439516199685,65.41669845777815,False
